YearStart,YearEnd,LocationDesc,Datasource,Topic,Question,Data_Value_Unit,Data_Value_Type,Stratification1,StratificationCategory2,Stratification2,LocationID,TopicID,QuestionID,StratificationID1,StratificationID2,target
2015,2015,Arkansas,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,65 years or older,Sex,Female,5,TCC04,Q42,65PLUS,FEMALE,0
2021,2021,Northeast,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,65 years or older,Sex,Male,9001,TCC04,Q42,65PLUS,MALE,1
2019,2022,South Dakota,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,50-64 years,,,46,TCC03,Q41,5064,OVERALL,0
2019,2019,Nebraska,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,50-64 years,,,31,TCC01,Q30,5064,OVERALL,0
2020,2020,Alaska,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,Overall,Race/Ethnicity,"White, non-Hispanic",2,TCC02,Q31,AGE_OVERALL,WHT,0
2019,2019,Nebraska,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,Overall,Race/Ethnicity,"White, non-Hispanic",31,TCC03,Q41,AGE_OVERALL,WHT,0
2019,2019,Tennessee,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,65 years or older,Sex,Male,47,TCC01,Q30,65PLUS,MALE,0
2015,2015,Hawaii,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,Overall,,,15,TCC01,Q30,AGE_OVERALL,OVERALL,0
2022,2022,South,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,Overall,Race/Ethnicity,"White, non-Hispanic",9003,TCC02,Q31,AGE_OVERALL,WHT,1
2020,2020,Vermont,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,Overall,,,50,TCC02,Q31,AGE_OVERALL,OVERALL,0
2021,2021,Wisconsin,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,50-64 years,Sex,Female,55,TCC01,Q30,5064,FEMALE,0
2019,2019,Ohio,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,65 years or older,Sex,Female,39,TCC04,Q42,65PLUS,FEMALE,1
2022,2022,Midwest,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,50-64 years,Sex,Female,9002,TCC02,Q31,5064,FEMALE,1
2020,2020,West,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,65 years or older,Race/Ethnicity,"White, non-Hispanic",9004,TCC01,Q30,65PLUS,WHT,0
2020,2020,West,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,65 years or older,Race/Ethnicity,"Black, non-Hispanic",9004,TCC02,Q31,65PLUS,BLK,0
2019,2022,Utah,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,Overall,Sex,Female,49,TCC02,Q31,AGE_OVERALL,FEMALE,1
2015,2015,Minnesota,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,65 years or older,Race/Ethnicity,"White, non-Hispanic",27,TCC04,Q42,65PLUS,WHT,1
2020,2020,Wyoming,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,Overall,Sex,Male,56,TCC02,Q31,AGE_OVERALL,MALE,0
2017,2017,"United States, DC & Territories",BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,50-64 years,,,59,TCC02,Q31,5064,OVERALL,1
2020,2020,New Hampshire,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,Overall,Race/Ethnicity,"White, non-Hispanic",33,TCC02,Q31,AGE_OVERALL,WHT,0
2015,2015,Wisconsin,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,50-64 years,Race/Ethnicity,"White, non-Hispanic",55,TCC03,Q41,5064,WHT,0
2015,2015,Maryland,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,Overall,Sex,Female,24,TCC03,Q41,AGE_OVERALL,FEMALE,0
2016,2016,Kansas,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,Overall,Sex,Female,20,TCC03,Q41,AGE_OVERALL,FEMALE,1
2017,2017,Mississippi,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,50-64 years,,,28,TCC02,Q31,5064,OVERALL,1
2022,2022,South,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,Overall,Sex,Female,9003,TCC02,Q31,AGE_OVERALL,FEMALE,1
2018,2018,"United States, DC & Territories",BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,65 years or older,,,59,TCC04,Q42,65PLUS,OVERALL,1
2017,2017,Georgia,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,50-64 years,Sex,Female,13,TCC02,Q31,5064,FEMALE,1
2015,2015,Michigan,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,50-64 years,Sex,Female,26,TCC01,Q30,5064,FEMALE,0
2019,2022,Midwest,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,9002,TCC01,Q30,65PLUS,NAA,0
2019,2022,New York,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,Overall,Sex,Female,36,TCC04,Q42,AGE_OVERALL,FEMALE,1
2018,2018,West,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,65 years or older,,,9004,TCC03,Q41,65PLUS,OVERALL,0
2015,2015,Tennessee,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,50-64 years,Sex,Female,47,TCC03,Q41,5064,FEMALE,1
2016,2016,"United States, DC & Territories",BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,65 years or older,Race/Ethnicity,"Black, non-Hispanic",59,TCC02,Q31,65PLUS,BLK,1
2019,2019,New York,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,Overall,,,36,TCC02,Q31,AGE_OVERALL,OVERALL,1
2016,2016,Midwest,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,50-64 years,Race/Ethnicity,"Black, non-Hispanic",9002,TCC01,Q30,5064,BLK,0
2022,2022,Wisconsin,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,65 years or older,Sex,Female,55,TCC03,Q41,65PLUS,FEMALE,0
2021,2021,South,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,9003,TCC02,Q31,5064,NAA,1
2020,2020,New Hampshire,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,65 years or older,Sex,Male,33,TCC01,Q30,65PLUS,MALE,0
2019,2019,Iowa,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,65 years or older,Sex,Female,19,TCC03,Q41,65PLUS,FEMALE,0
2020,2020,Vermont,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,50-64 years,,,50,TCC02,Q31,5064,OVERALL,1
2015,2015,Midwest,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,9002,TCC03,Q41,5064,NAA,1
2015,2015,Tennessee,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,65 years or older,Race/Ethnicity,"White, non-Hispanic",47,TCC03,Q41,65PLUS,WHT,1
2015,2015,West,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,50-64 years,Race/Ethnicity,"Black, non-Hispanic",9004,TCC02,Q31,5064,BLK,1
2019,2019,Georgia,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,50-64 years,Sex,Female,13,TCC02,Q31,5064,FEMALE,1
2015,2015,Louisiana,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,50-64 years,Race/Ethnicity,"Black, non-Hispanic",22,TCC03,Q41,5064,BLK,1
2019,2022,Vermont,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,50-64 years,Sex,Male,50,TCC01,Q30,5064,MALE,0
2019,2022,New Mexico,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,Overall,Race/Ethnicity,Hispanic,35,TCC02,Q31,AGE_OVERALL,HIS,1
2015,2015,Colorado,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,Overall,Race/Ethnicity,Hispanic,8,TCC01,Q30,AGE_OVERALL,HIS,0
2019,2019,Rhode Island,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,Overall,,,44,TCC01,Q30,AGE_OVERALL,OVERALL,0
2015,2015,West Virginia,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,65 years or older,Sex,Female,54,TCC04,Q42,65PLUS,FEMALE,1
2015,2015,Illinois,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,65 years or older,Race/Ethnicity,"White, non-Hispanic",17,TCC04,Q42,65PLUS,WHT,1
2019,2022,Vermont,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,65 years or older,Sex,Male,50,TCC03,Q41,65PLUS,MALE,0
2020,2020,Northeast,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,Overall,Race/Ethnicity,Native Am/Alaskan Native,9001,TCC02,Q31,AGE_OVERALL,NAA,1
2019,2019,West,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,Overall,Race/Ethnicity,"Black, non-Hispanic",9004,TCC03,Q41,AGE_OVERALL,BLK,0
2018,2018,Northeast,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,Overall,,,9001,TCC03,Q41,AGE_OVERALL,OVERALL,1
2020,2020,Wyoming,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,65 years or older,,,56,TCC02,Q31,65PLUS,OVERALL,0
2021,2021,"United States, DC & Territories",BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,Overall,Race/Ethnicity,Hispanic,59,TCC04,Q42,AGE_OVERALL,HIS,1
2021,2021,South,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,Overall,Race/Ethnicity,"White, non-Hispanic",9003,TCC01,Q30,AGE_OVERALL,WHT,0
2015,2015,"United States, DC & Territories",BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,65 years or older,Race/Ethnicity,Hispanic,59,TCC02,Q31,65PLUS,HIS,1
2019,2022,West Virginia,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,50-64 years,,,54,TCC02,Q31,5064,OVERALL,1
2019,2022,South,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,Overall,Sex,Male,9003,TCC04,Q42,AGE_OVERALL,MALE,1
2020,2020,South,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,Overall,Race/Ethnicity,"White, non-Hispanic",9003,TCC03,Q41,AGE_OVERALL,WHT,1
2018,2018,"United States, DC & Territories",BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,65 years or older,Race/Ethnicity,Asian/Pacific Islander,59,TCC01,Q30,65PLUS,ASN,0
2019,2019,Utah,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,Overall,Sex,Female,49,TCC01,Q30,AGE_OVERALL,FEMALE,0
2022,2022,South Carolina,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,Overall,,,45,TCC03,Q41,AGE_OVERALL,OVERALL,0
2021,2021,Colorado,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,65 years or older,,,8,TCC03,Q41,65PLUS,OVERALL,0
2019,2022,Pennsylvania,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,Overall,Sex,Female,42,TCC01,Q30,AGE_OVERALL,FEMALE,0
2019,2022,Maine,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,Overall,,,23,TCC02,Q31,AGE_OVERALL,OVERALL,1
2021,2021,West,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,Overall,Sex,Female,9004,TCC04,Q42,AGE_OVERALL,FEMALE,1
2019,2019,West,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,9004,TCC04,Q42,5064,NAA,1
2019,2019,Northeast,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,Overall,Sex,Female,9001,TCC02,Q31,AGE_OVERALL,FEMALE,1
2015,2015,Wyoming,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,Overall,,,56,TCC01,Q30,AGE_OVERALL,OVERALL,0
2019,2019,Midwest,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,65 years or older,Race/Ethnicity,"White, non-Hispanic",9002,TCC04,Q42,65PLUS,WHT,1
2017,2017,Hawaii,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,50-64 years,Sex,Male,15,TCC01,Q30,5064,MALE,0
2019,2019,Utah,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,65 years or older,Sex,Male,49,TCC02,Q31,65PLUS,MALE,0
2016,2016,Washington,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,Overall,Sex,Female,53,TCC03,Q41,AGE_OVERALL,FEMALE,0
2019,2022,West Virginia,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,Overall,,,54,TCC04,Q42,AGE_OVERALL,OVERALL,1
2019,2019,Virginia,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,Overall,,,51,TCC03,Q41,AGE_OVERALL,OVERALL,0
2016,2016,North Carolina,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,Overall,Sex,Male,37,TCC01,Q30,AGE_OVERALL,MALE,0
2022,2022,Northeast,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,65 years or older,Race/Ethnicity,Hispanic,9001,TCC04,Q42,65PLUS,HIS,1
2021,2021,Ohio,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,65 years or older,Race/Ethnicity,"White, non-Hispanic",39,TCC04,Q42,65PLUS,WHT,1
2020,2020,District of Columbia,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,50-64 years,Sex,Female,11,TCC01,Q30,5064,FEMALE,0
2019,2022,South Carolina,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,50-64 years,,,45,TCC03,Q41,5064,OVERALL,1
2015,2015,Michigan,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,50-64 years,Sex,Female,26,TCC04,Q42,5064,FEMALE,1
2015,2015,"United States, DC & Territories",BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,65 years or older,Race/Ethnicity,"White, non-Hispanic",59,TCC01,Q30,65PLUS,WHT,0
2016,2016,"United States, DC & Territories",BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,50-64 years,,,59,TCC02,Q31,5064,OVERALL,1
2021,2021,Texas,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,65 years or older,Race/Ethnicity,"White, non-Hispanic",48,TCC02,Q31,65PLUS,WHT,0
2015,2015,West Virginia,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,Overall,Sex,Male,54,TCC01,Q30,AGE_OVERALL,MALE,0
2015,2015,District of Columbia,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,50-64 years,Sex,Female,11,TCC01,Q30,5064,FEMALE,0
2019,2022,Delaware,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,Overall,,,10,TCC04,Q42,AGE_OVERALL,OVERALL,1
2015,2015,Michigan,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,50-64 years,Sex,Male,26,TCC01,Q30,5064,MALE,0
2019,2019,Oklahoma,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,Overall,Sex,Male,40,TCC04,Q42,AGE_OVERALL,MALE,1
2015,2015,Alabama,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,Overall,Race/Ethnicity,"Black, non-Hispanic",1,TCC01,Q30,AGE_OVERALL,BLK,0
2020,2020,"United States, DC & Territories",BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,Overall,Race/Ethnicity,Asian/Pacific Islander,59,TCC04,Q42,AGE_OVERALL,ASN,0
2021,2021,Oklahoma,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,Overall,Sex,Female,40,TCC04,Q42,AGE_OVERALL,FEMALE,1
2017,2017,"United States, DC & Territories",BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,65 years or older,Race/Ethnicity,"Black, non-Hispanic",59,TCC02,Q31,65PLUS,BLK,1
2018,2018,West,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,65 years or older,Race/Ethnicity,Asian/Pacific Islander,9004,TCC01,Q30,65PLUS,ASN,0
2021,2021,Midwest,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,Overall,,,9002,TCC04,Q42,AGE_OVERALL,OVERALL,1
2019,2022,Mississippi,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,65 years or older,Sex,Male,28,TCC01,Q30,65PLUS,MALE,0
2020,2020,Oregon,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,65 years or older,Sex,Male,41,TCC03,Q41,65PLUS,MALE,0
2016,2016,Tennessee,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,Overall,Race/Ethnicity,"White, non-Hispanic",47,TCC02,Q31,AGE_OVERALL,WHT,1
2019,2022,Nebraska,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,50-64 years,,,31,TCC03,Q41,5064,OVERALL,0
